text,label,source,split
زلنا في حاجة ماسة لتفعيل البحث المقارن في عصور التاريخ ، لأنه ميدان يساعدنا على استجلاء الأسس العامة في الحضارة الإنسانية ، والقرن الخامس عشر الميلادي الموافق التاسع الهجري تقريبًا ، من أهم العصور بسبب ما بدا فيه من عناصر توجيهية وأحداث مؤذنة بتغير أحوال الدول والجماعات بالشرق والغرب .إن قصة المؤرخين في مصر خلال القرن المشار إليه لا يمكن أن تتم إلا بذكر العلامة / ابن خلدون والإشارة إلى فضله الكبير ، وإلى تلاميذه الذين نهلوا من منهجه وعلمه ، وقد أخذنا أول تلاميذه ، ونعني به المؤرخ المصري / أحمد بن علي المقريزي ، حاولنا أن نعرف به ، ونلقي الضوء الكاشف على رحلة حياته ، وأهم مؤلفاته التاريخية ، وأسلوبه في التأليف ، وأخلاقياته ، ورأي معاصريه فيه ، ذلك بالإضافة إلى الوقوف على تأثره بفكر ابن خلدون فيما كتبه من آراء وأفكار وتحليلات ورؤى تاريخية ، فلعلنا نكون قد وفقنا إلى ذلك.,human,original_abstract,by_polishing
تهدف هذه الدراسة إلى تسليط الضوء على السياسة المملوكية تجاه بيت المقدس التي شهدت حالة من عدم الاستقرار عبر المراحل التاريخية وتعرضت للغزو الصليبي والمغولي ، غير أن قيام دولة المماليك وتصديها لأية تحالفات من شأنها إحداث التغيير في وضع المدينة ، كان له كبير الأثر في حمايتها من التحالفات المغولية مع الغرب الأوروبي ومن أية حملات صليبية بهدف استعادتها من جديد ، كما هدفت الدراسة إلى تسليط الضوء على السياسة الدينية تجاه بيت المقدس ، وما قدمه السلاطين المماليك من رعاية واهتمام اجتماعي وخيري إذ كانت محط رعايتهم واهتمامهم ولم يغفلوا عنها حتى في حالات عدم الاستقرار السياسي التي شهدتها الدولة في بعض الفترات.,human,original_abstract,by_polishing
تهدف هذه الدراسة التعرف على الدور الفكري والثقافي الذي مارسه أتباع المذهب الحنفي بإفريقية حتى نهاية القرن الرابع الهجري، وذلك من خلال رصد مؤشرات حضور هذا المذهب بإفريقية خلال فترة البحث، ثم تبني بعضهم للفكر الاعتزالي، ثم رصد أهم المجالات العلمية والفكرية التي برز فيها علماء الأحناف. وتعتمد الدراسة بالأساس على المنهج التاريخي الوصفي لأنه الأنسب لوصف الأحداث التاريخية، ناهيك عن الأسلوب التحليلي القائم على قراءة النصوص قراءة جيدة، وتحليل محتواها، والخروج منها بالنتائج التاريخية المدعمة لوجهة نظر الباحث حول دور الأحناف الفكري في افريقية خلال فترة البحث..,human,original_abstract,by_polishing
"يعد الأمير عبد القادر باعث الدولة الجزائرية الحديثةبعد انهيار السلطة التركية المركزية أمام الاحتلال الفرنسي،فبعدما نال البيعة الأولى والثانية سنة 1832م قاد المقاومة الوطنية وتوصل إلى عقد معاهدة التافنة في 1837م في ظل الحصار الفرنسي على قسنطينة،فسارع الأمير إلى تقسيم مجال نفوذه إلى مقاطعات وعين عليها الخلفاء من العائلات العريقة والقيادات الأهلية الدينية والسياسية،منهم خليفة الزاب والصحراء الشرقية-""فرحات بن سعيد بوعكاز الذوادي""-،هذا الأخير أثار علامات استفهام لتقلباته السياسية بين المقاومة الوطنية تارة والإدارة الفرنسية الاستعمارية تارة أخرى.",human,original_abstract,by_polishing
ينصب هذا العمل حول مظهر من مظاهر الإرث الثقافي المادي، المتمثل في المظهر العمراني والمعماري للقرى الرّيفية، المنتشرة برّيف من أرياف الجزائر، ألا وهو الرّيف البجائي، وهذا الأخير يزخر بعدد هائل من القرى الرّيفية، لذا ارتأينا دراسة أحد قرها المتمثلة بالقرية أقمون، حيث تميزت هذه الأخيرة بتراث معماري رّيفي غني، متنوع ومختلف، وبطابع عمراني محلي الذي يعبر عن المستوى المعيشي البسيط الذي يعيشه الإنسان المحلي، وهذا من خلال المنشآت المعمارية المكونة للقرية، والمتمثلة في العمائر الدينية(المسجد الجامع، المصلى)، والعمائر المدنية(المسكن التقليدي)، والمرافق العامة (الساحة العامة، المقبرة، معاصر الزيتون، الشوارع).لقد أدت هذه العمائر دورا كبيرا في المجالات الدينية والاجتماعية والسياسية والاقتصادية والثقافية والتربوية هذا من جانب ومن جانب آخر، فقد تميز هذه العمائر بالبساطة في عمارتها ومخططاتها وحتى مواد بنائها، وهي محلية وتقليدية، وكذا خلوها من الزخارف(انعدام الزخرفة تماما)، وتهدف هذه الدراسة إلى الوقوف عند أهمية القرى الرّيفية المنتشرة بالرّيف منطقة القبائل ككل، والرّيف البجائي بالخصوص.,human,original_abstract,by_polishing
"عبت العناصر الأندلسية الوافدة إلى حاضرة الحفصيين الثانية ""بجاية"" خلال القرن 7 هـ/ 13 م، دورا بارزا في التأسيس لقواعد علمية ثابتة في الفضاء الفكري بالمدينة، من خلال المجالس العلمية التي كانت تعقد بالمؤسسات الدينية، وحتى في بعض الأماكن الخاصة، هذه المجالس استطاعت أن تجلب إليها عددا كبيرا من المهتمين بمختلف أصناف المعرفة، وفي مقدمتها العلوم الدينية، على غرار حلقة الشيخ أبي عبد الله الكناني الشاطبي، حيث تم تلقين مجموعة مهمة من الدواوين العلمية، وقد كان لذلك أثره العميق في نضج الوعي الفكري في بجاية، وهنا يمكن اعتبار شخصية القاضي الغبريني النموذج المحلي الأبرز، الذي يجسد الدور المحوري لشيوخ الأندلس في تلك المرحلة الحساسة، وهو ما سوف أتناوله بالتفصيل في هذه الورقة البحثية.",human,original_abstract,by_polishing
يعتبر التعليم والثقافة من بين العناصر المهمة لتقدم المجتمع، واذا سلطنا الضوء على التعليم خلال العهد العثماني ، فنجد أن السلطة الحاكمة لم تكن تتدخل في شؤون التعليم بدليل عدم وجود موظف رسمي لهذا المجال، كالوزير أو الوكيل، ويعود السبب في ذلك إلى تركيز السلطة على المحافظة على استقرار البلاد ، فقد كان التعليم يعتمد على الجهود الفردية للأشخاص والمؤسسات الوقفية، تهدف هذه الدراسة الى معرفة وتقصي الوجه الحقيقي للتعليم والثقافة في إيالة الجزائر إبان العهد العثماني من خلال دور المساجد في نشر الوعي بين فئات المجتمع ، وإبراز التفاعل الثقافي في المجتمع الجزائري خلال العهد العثماني. من أهم النتائج المتوصل إليها المكانة التي حضي بها المسجد في التفاعل الثقافي من خلال الأدوار التي كان يأديها، باعتباره مركزا ديني وعلمي حمل على عاتقه مسؤولية نشر التعليم والثقافة الدينية ولعب دورا هاما في هذا المجال ما جعله قبلة لطلاب العلم.,human,original_abstract,by_polishing
عرفَت بعض دواوين السنة، وكثير من كتب التفسير، والتاريخ، والسير، والتراجم، وغيرها تساهلا في نقل بعض الأخبار الواهية والمكذوبة؛ فحصل بذلك شرّ عظيم، بلغ في أحيان كثيرة حدّ المساس بأقدار بعض أنبياء الله تعالى، وأصحاب النبي صلى الله عليه وسلم.من هذه الأخبار ما روي في تفسير آيةٍ من سورة النساء، نزلت عتابا لصحابيٍّ قتل رجلا أظهر إسلامه، نقل بعض أهل العلم الإجماع على أن هذا الصحابي هو محلّم بن جثامة رضي الله عنه، على الرغم من أن الآية جاءت تخاطبه ومَن معه، وليس هذا وحسب؛ بل ورد في مصنفات عديدة أن محلّما دعا عليه النبي صلى الله عليه وسلم فمات بعد سبعة أيام، فلما دفنه قومه لفظته الأرض ثلاث مرات. فألقوا عليه الحجارة وأكلته السباع. نحاول في هذه الدراسة أن نقف على أدلة الموردين لهذه الأخبار، ومدى تثبّتهم من صحتها.,human,original_abstract,by_polishing
يعالج هذا المقال بالدراسة والتحليل، جانبا من الاسهام النضالي؛ الذي اضطلع به شعراء الثورة إلى جانب نظرائهم من المناضلين الجزائريين في سبيل القضية الوطنية، بحيث يسلّط الضوء بشكل أخص على الواقع الذي تخبّطت بين أمشاجه هذه الشريحة بين ظلمات سجون الاحتلال، ونضالها بواسطة القلم والشعر؛ كأحد الأسلحة الفتاكة التي أشهرتها في وجه المحتل، لكشف حقيقته وغاياته، بالإضافة إلى ملامسة الدور البطولي الذي تحلّى به هؤلاء الشعراء الثوار في شدّ عضد اللحمة النضالية، وتطعيم قوة الثورة، والزيادة في مفعولها، ناهيك عن الافصاح عن نماذج من تضحيات أولئك الشعراء وتشخيص أدوارهم وبطولاتهم..,human,original_abstract,by_polishing
هذا البحث دراسة في أسباب الموت الجماعي من خلال عملية جرد وإحصاء للعديد من الأزمات السياسية والكوارث الطبيعية التي مست مغرب العصر الوسيط، تهدف إلي بيان تأثير هذه الأزمات في المجتمع المغربي، تمثلت في ثلاث أزمات كبيرة: مجاعات أوبئة وحروب، كانت مخلفاتها كارثية علي كل الجوانب وخاصة علي الجانب الديمغرافي، شكلت العلاقة التكاملية التي كانت تربط بين هذه الأزمات الثلاثة مشكلة عويصة أخري بحيث تَحدُث هذه الأزمات متوالية تسبقها المجاعات بنقص الأمطار وقلة المجابي، وتكتمل بحدوث الأوبئة والحروب، وهي التي أسهمت في تراجع رهيب في العنصر البشري إذ تحتاج فترات زمنية كبيرة لإعادة إعمار المنطقة، وبالرغم من عدم إعطاء المصادر لإحصائيات رسمية تعبر عن الخسائر بصفة دقيقة إلا اننا حاولنا الوصول لإحصائيات تقريبية عن هول الخسائر وعظمها من خلال العديد من القرائن.,human,original_abstract,by_polishing
بعد أن أحكمت فرنسا الاستعمارية قبضتها على الجزائر عام 1830، انتهجت سياسة القهر والإرهاب في حق الجزائريين مستهدفة بذلك البنية الاقتصادية، الاجتماعية والثقافية، وذلك بالتشكيك في عقيدتهم، تشويه ماضيهم التاريخي ،طمس قيمهم ،معالم حضارتهم ، تراثـــــــــهم والنيل من شخصيتهم ،التي صقلتها الأحداث التاريخية،غير أن الشعب الجزائري واجه هذه السياسة بكل الإمكانيات والوسائل المتاحة، منها الأدب وخصوصا الرواية باللغة الفرنسية التي عرّت الاستعمار وكشفت مكائده،حيث قادها أدباء عبًروا عن قضايا وطنهم، مشَرحين معاناة أبنائه ، وذلك بلغة غريبة عن أصالتهم وانتمائهم، لذا نجح محمد ديب وغيره ممن كتب بهذه اللغة في التفاعل مع نضالات الشعب الجزائري معبرين عن واقعه المعاش آنذاك، فرواية دار السبيطار احتوت على مضامين سياسية، اقتصادية، اجتماعية وثقافية عبرت عنــــــــها شخوص الرواية.,human,original_abstract,by_polishing
إن البحث في قضية علاقة السلط الدينية والزمنية على غرار شيوخ القبائل ومشايخ شيوخ الطرق الصوفية والزوايا والربط والأشراف والعائلات العريقة المتنفذة بالأنظمة القائمة كالسلطة التركية من جهة والإدارة الفرنسية الاستعمارية من ناحية أخرى، يقودنا إلى الوقوف على إستراتيجية هذه الأطراف لتوظيف هذه القوى الزمنية والدينية، إما للمحافظة على الأوضاع القائمة أو استغلال صراع وتنافس هذه القوى لإخضاعها بالنياشين والقهر؛ وذلك بالعزف على وتر الامتيازات والمكاسب والإعفاءات الضريبية... ومن هذه القوى التي انتقلت من الولاء للسلطة والبايلك العثماني إلى خدمة الإدارة الفرنسية الاستعمارية، نجد مشيخة العرب بالزاب والصحراء الشرقية التي تناوب عليها عائلة آل بوعكاز وعائلة آل بن قانة ... من القرن الخامس عشر ميلادي إلى منتصف القرن التاسع عشر ميلادي، والتي تعد أهم سلطة قبلية سياسية بالمنطقة بالمقارنة مع القوى السياسية والعسكرية والاقتصادية الأخرى كالحنانشة وأولاد مقران وبني جلاب..,human,original_abstract,by_polishing
إن الثّورة الجزائرية من أعظم الحركات التحريرية في العالم المعاصر بصفة عامة، وفي إفريقيا بصفة خاصة، بالرغم من تلك المشاكل التي واجهتها في مختلف مراحل تكوينها وتفعيلها، إلا إنها تخطتها بكل مستوياتها، مستعملة في ذلك إمكانياتها الضعيفة، ومؤسساتها البسيطة، وقياداتها المبتدئة، ومن بين المواضيع التي حازت على حصّة الأسد في التّحضير لها وحتى بعد اندلاعها نجد إشكالية التّسليح، وذلك لما يشكله من أهمية كبرى كأداة للدفاع عن فكرة التّحرر، والتّخلص من سيطرة وسلطة المستعمر، وقد ظلت هذه الإشكالية الشغل الشاغل لقادة الثورة سواءا في داخل أو خارج الوطن، وكان بمثابة تحدي صعب ومستحيل في بعض الأحيان، وقد تمت مناقشته في العديد من المحطات البارزة في التحضير و الاستمرار للثورة.من المحطات البارزة في تاريخ الثورة الجزائرية، نجد انعقاد مؤتمر وادي الصومام، وما أفرزه من تحولات ومستجدات على مختلف الأصعدة الداخلية والخارجية المتعلقة بمسير الثورة، على اعتباره منعطف تاريخي بارز رسخ مبدأ شعبية الثورة والقيادة الجماعية، زيادة على وصفه للقانون، والهياكل والتنظيمات التي تتطلبها الثورة في تلك الحقبة التاريخية، بالإضافة إلى تحديد منهاجها على كافة المستويات السياسية والعسكرية، والاقتصادية، والاجتماعية والثقافية والإعلامية.الإشكالية: ومن هذا المنظور سنقدِّم بحثنا- هذا – من أجل دراسة الفترة التي جاءت بعد مؤتمر الصومام خاصة ما بين 1957– 1958 ابن كان الوضع العسكري للثّورة الجزائرية مختلفا جذريا عن الفترة السابقة، فلقد ولّى العهد الذي كانت فيه مجموعات صغيرة من المجاهدين مزودة بأسلحة بدائية أو غير مسلحة تماما، أدى إلى التفاف الشعب في كل أنحاء الوطن حولها أن هناك جيشا قويا ويقتنع المجاهدين باحتمال النّصر وجدوى الانضمام إلى الحركة الجديدة. وذلك من خلال التّطرق إلى المحاور الرئيسية التّالية:أولا: مقدمة: حول مؤتمر الصومام وتداعيات انعقاده..,human,original_abstract,by_polishing
